# PathPlanner CSV Format:
# timeSeconds, xPositionMeters, yPositionMeters, headingDegrees, velocityMetersPerSecond, accelerationMetersPerSecondSq, curvatureRadPerMeter, holonomicRotationDegrees, angularVelocityDegreesPerSec, holonomicAngularVelocityDegreesPerSec
 0.0,2.97563950334748,4.8715050925108985,179.9763065872394,0,1.5,-0.07105701597967375,180.0,0.0,0.0
 0.126039218618863,2.9637250908936545,4.8715100194550915,179.9763065872394,0.1890588279282945,1.5,-0.07105701597967375,180.0,-0.933893626296245,0.0
 0.1776084661795495,2.951980938157353,4.871524747593079,179.9281463956296,0.2664126992693243,1.5000000000000009,-0.07360398437373619,180.0,-1.2563989512313964,0.0
 0.21674521862622265,2.9404056720763374,4.871549197882977,179.878975020901,0.3251178279393341,1.5000000000000013,-0.07625808694451636,180.0,-1.538672264824847,0.0
 0.24937701252495534,2.9289979195883693,4.8715832912828985,179.82876538467755,0.3740655187874331,1.4999999999999996,-0.07902444059300943,180.0,-1.8034576793724126,0.0
 0.27780896916629183,2.917756307631211,4.871626948750959,179.77748955413315,0.41671345374943786,1.5000000000000004,-0.08190843296876239,180.0,-2.0603139500310257,0.0
 0.30322783398744246,2.9066794631426243,4.871680091245273,179.72511871234818,0.45484175098116386,1.5000000000000022,-0.08491573669178112,180.0,-2.3144798829879445,0.0
 0.32634127086431675,2.895766013060371,4.871742639723955,179.67162312766993,0.48951190629647523,1.4999999999999976,-0.08805232584835838,180.0,-2.5692916022703804,1.3361814368536e-12
 0.34761211675881637,2.885014584322213,4.871814515145119,179.61697212194002,0.5214181751382246,1.4999999999999987,-0.09132449352066298,180.00000000000003,-2.8271057128553627,-1.4390031143917794e-12
 0.3673630882099219,2.8744238038659122,4.871895638466881,179.56113403771613,0.5510446323148829,1.4999999999999958,-0.0947388692761852,180.0,-3.089723742034085,0.0
 0.3858300574701984,2.8639922986292303,4.871985930647353,179.50407620434927,0.5787450862052975,1.499999999999997,-0.0983024390303675,180.0,-3.358612649143034,0.0
 0.4031917801592106,2.8537186955499294,4.872085312644653,179.44576490291502,0.6047876702388159,1.5000000000000016,-0.10202256562905024,180.0,-3.635030005294897,0.0
 0.41958767587588214,2.843601621565772,4.872193705416892,179.38616533002124,0.6293815138138232,1.5000000000000033,-0.10590700928592742,180.0,-3.920100120031937,0.0
 0.4351290569022663,2.833639703614519,4.872311029922187,179.32524156039426,0.6526935853533994,1.4999999999999964,-0.10996395178128514,180.0,-4.214863013757956,1.9233123812782095e-12
 0.44990653647712103,2.8238315686339326,4.872437207118653,179.26295650829763,0.6748598047156815,1.5,-0.11420201990905582,180.00000000000003,-4.520307487661926,-2.017360938741042e-12
 0.4639950958839176,2.814175843561775,4.8725721579644015,179.19927188772073,0.6959926438258763,1.5,-0.11863031131063118,180.0,-4.837394446723559,0.0
 0.4774576565971284,2.8046711553358077,4.87271580341755,179.13414817128793,0.7161864848956926,1.5,-0.12325842109650718,180.0,-5.167074015131201,0.0
 0.490347664188707,2.7953161308937933,4.8728680644362115,179.06754454800668,0.7355214962830605,1.5000000000000022,-0.12809647146551353,180.0,-5.5102986070015465,0.0
 0.5027109993176159,2.7861093971734934,4.873028861978501,178.99941887966796,0.7540664989764239,1.5000000000000044,-0.13315514122548197,180.0,-5.868033271765656,-2.393121082447907e-12
 0.5145874186257988,2.7770495811126694,4.873198117002533,178.9297276560181,0.7718811279386983,1.5000000000000047,-0.1384456974049103,179.99999999999997,-6.241264188651015,2.4878422121474402e-12
 0.5260116597981805,2.7681353096490837,4.873375750466423,178.85842594870638,0.7890174896972709,1.5,-0.14398003033421689,180.0,-6.631005900227164,0.0
 0.5370143019196763,2.759365209720498,4.873561683328283,178.78546736388066,0.8055214528795145,1.5,-0.14977068847369993,180.0,-7.038307652920124,0.0
 0.5476224443791001,2.750737908264674,4.8737558365462315,178.7108039936252,0.8214336665686502,1.4999999999999947,-0.1558309159338392,180.0,-7.464259143646875,0.0
 0.557860249094844,2.742252032219375,4.873958131078379,178.63438636616485,0.8367903736422659,1.4999999999999891,-0.16217469327926717,180.0,-7.909995871920793,2.874035596774093e-12
 0.567749378325639,2.7339062085223604,4.874168487882843,178.55616339477237,0.8516240674884583,1.4999999999999887,-0.16881677805038503,180.00000000000003,-8.376704207721712,-2.972990441558572e-12
 0.5773093516888578,2.725699064111394,4.874386827917736,178.47608232567498,0.8659640275332865,1.5,-0.17577275036458734,180.0,-8.865626336148305,-3.0731194845052526e-12
 0.5865578399346637,2.7176292259242376,4.874613072141174,178.39408868471344,0.8798367599019954,1.5,-0.1830590584514342,179.99999999999997,-9.378065105761287,0.0
 0.5955109086851037,2.7096953208986525,4.87484714151127,178.31012622307543,0.8932663630276553,1.4999999999999876,-0.19069306825564789,179.99999999999997,-9.915388898801742,6.5545853193169105e-12
 0.6041832222017629,2.7018959759724006,4.875088956986141,178.22413686190544,0.9062748333026441,1.5000000000000064,-0.19869311410998966,180.00000000000003,-10.479036504045986,-3.381526948799766e-12
 0.6125882149345554,2.694229818083244,4.8753384395239,178.13606063624226,0.918882322401833,1.500000000000013,-0.20707855400633435,180.0,-11.070522112245337,0.0
 0.620738236885182,2.686695474168945,4.875595510082661,178.04583563802257,0.931107355327773,1.5000000000000069,-0.21586982527418522,180.0,-11.691440399637589,0.0
 0.6286446775254644,2.6792915711672647,4.87586008962054,177.95339795850344,0.9429670162881966,1.500000000000007,-0.225088503738196,180.0,-12.343471743840274,0.0
