# PathPlanner CSV Format:
# timeSeconds, xPositionMeters, yPositionMeters, headingDegrees, velocityMetersPerSecond, accelerationMetersPerSecondSq, curvatureRadPerMeter, holonomicRotationDegrees, angularVelocityDegreesPerSec, holonomicAngularVelocityDegreesPerSec
 0.0,2.8843345186690397,4.547683710752038,-1.3296921635381902,0,2.0,0.032385724478492264,0.0,0.0,0.0
 0.1401121370017256,2.903960643216907,4.547228155554601,-1.3296921635381902,0.28022427400345123,2.0000000000000004,0.032385724478492264,0.0,0.6283274183664378,0.0
 0.19800099919766645,2.9235286417078052,4.54678637845138,-1.2933190042024443,0.39600199839533295,2.0,0.03243431397112981,0.0,0.8194920299858721,0.0
 0.24232030659927123,2.9430386808826006,4.546358283247299,-1.2569996850123353,0.48464061319854257,2.0000000000000013,0.03248159351809371,0.0,0.9727724378390253,0.0
 0.279599344593223,2.9624909274821567,4.54594377374729,-1.2207356643426652,0.5591986891864461,2.0,0.032527537687358665,0.0,1.1048927107379305,0.0
 0.3123692682348694,2.9818855482473414,4.545542753756278,-1.1845284145795716,0.6247385364697389,2.0,0.03257212079967319,0.0,1.2229034237074115,0.0
 0.3419292414234877,3.001222709919018,4.545155127079191,-1.148379422162511,0.6838584828469755,2.0,0.03261531680752466,0.0,1.3306065660492288,0.0
 0.36905163463536456,3.020502579238053,4.544780797520956,-1.1122901876678184,0.7381032692707292,2.0,0.03265709940670656,0.0,1.4303365737558902,0.0
 0.39424008498863544,3.0397253229453116,4.544419668886501,-1.0762622258913006,0.7884801699772711,2.0000000000000044,0.032697441913221166,0.0,1.5236498382667882,0.0
 0.417844694835273,3.0588911077816587,4.544071644980756,-1.0402970659161208,0.8356893896705463,2.000000000000005,0.0327363172554114,0.0,1.6116453638473058,0.0
 0.44012057233993696,3.0780001004879596,4.543736629608645,-1.0043962512100986,0.8802411446798742,2.0,0.03277369833140457,0.0,1.6951328801581953,0.0
 0.4612604558031674,3.097052467805081,4.543414526575098,-0.9685613396688642,0.9225209116063351,2.0,0.03280955727820415,0.0,1.7747288546671038,0.0
 0.48141420259240864,3.1160483764738873,4.54310523968504,-0.9327939037123432,0.9628284051848176,2.0,0.03284386656290562,0.0,1.8509149973495531,0.0
 0.500701081465696,3.134987993235244,4.542808672743401,-0.8970955303537114,1.0014021629313925,2.0000000000000058,0.03287659788031317,0.0,1.924075766478333,0.0
 0.5192178725955918,3.1538714848300162,4.54252472955511,-0.8614678212677379,1.038435745191184,2.0,0.03290772263256873,0.0,1.9945234193645747,0.0
 0.5370444009939266,3.17269901799907,4.54225331392509,-0.8259123928912916,1.0740888019878536,2.0,0.03293721192502569,0.0,2.0625153289244134,0.0
 0.5542474326290494,3.19147075948327,4.541994329658272,-0.7904308764398791,1.1084948652580993,2.0,0.03296503668982561,0.0,2.1282662867809004,0.0
 0.5708834892251916,3.210186876023482,4.541747680559584,-0.7550249180413307,1.1417669784503837,2.0,0.03299116730016652,0.0,2.1919574769094026,0.0
 0.5870009274670124,3.2288475343605714,4.541513270433951,-0.7196961787785461,1.1740018549340252,2.0,0.033015574204991835,0.0,2.253743148339253,0.0
 0.6026415048128295,3.2474529012354036,4.541291003086302,-0.6844463347493406,1.2052830096256595,2.0,0.03303822702335605,0.0,2.3137556710115885,0.0
 0.6178415788877462,3.266003143388844,4.541080782321566,-0.649277077158706,1.2356831577754928,2.0,0.03305909557487654,0.0,2.3721094330883243,0.0
 0.6326330401418304,3.284498427561758,4.540882511944668,-0.6141901123887322,1.2652660802836613,2.0,0.0330781485647007,0.0,2.4289038872039854,0.0
 0.6470440469049629,3.302938920495011,4.540696095760537,-0.579187162043237,1.2940880938099262,2.0,0.03309535555985038,0.0,2.484225957126786,0.0
 0.661099611738922,3.321324788929468,4.540521437574101,-0.5442699630406372,1.3221992234778444,2.0,0.03311068446093114,0.0,2.53815196886277,0.0
 0.6748220742955086,3.339656199605994,4.540358441190286,-0.5094402676849914,1.3496441485910178,2.000000000000016,0.033124104035423325,0.0,2.5907492153656135,0.0
 0.6882314864398681,3.3579333192654564,4.540207010414022,-0.4746998436934778,1.3764629728797368,2.0,0.033135581621676194,0.0,2.6420772249787063,0.0
 0.7013459287597247,3.3761563146487186,4.540067049050235,-0.44005047432188776,1.40269185751945,2.0,0.033145085299880264,0.0,2.6921888206848537,0.0
 0.7141817728421689,3.394325352496647,4.539938460903851,-0.40549395837907765,1.4283635456843384,2.0,0.0331525821112863,0.0,2.7411309879926766,0.0
 0.7267539002664295,3.412440599550106,4.539821149779802,-0.37103211031144434,1.4535078005328599,2.0000000000000178,0.03315803872915212,0.0,2.7889456057674478,0.0
 0.739075886740348,3.430502222549962,4.539715019483013,-0.3366667602806835,1.4781517734806968,2.0,0.03316142202286725,0.0,2.8356700644776414,0.0
 0.7511601579344634,3.4485103882370804,4.539619973818411,-0.3023997542045007,1.5023203158689278,2.0,0.033162698068892646,0.0,2.881337785705431,0.0
 0.763018122158782,3.4664652633523256,4.539535916590924,-0.2682329538234286,1.5260362443175648,2.0,0.033161832706079225,0.0,2.9259786666877927,0.0
 0.7746602839568156,3.4843670146365637,4.5394627516054795,-0.23416823676825446,1.5493205679136322,2.0,0.033158791241991274,0.0,2.9696194625629917,0.0
 0.7860963418700846,3.5022158088306603,4.539400382667006,-0.20020749661401344,1.57219268374017,2.0,0.03315353917845754,0.0,3.0122841132797347,0.0
 0.7973352729902581,3.5200118126754805,4.539348713580431,-0.16635264295046964,1.594670545980517,2.0,0.03314604148476825,0.0,3.0539940306048012,0.0
